"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_3202432",0.360573980372115,12.110858270964,7.87654071553334,6.12132233252634e-14,2.67223544007195e-11,21.1386995188596
"ILMN_1751803",0.170201482848935,8.47212678088904,7.83807289352333,7.89825328487582e-14,3.34653637711533e-11,20.8926428348523
"ILMN_3200299",0.49762457833325,9.82318880978826,7.82852731573033,8.41286912869967e-14,3.42111407575339e-11,20.8317071875193
"ILMN_2255310",0.506556599565243,8.40652194074067,7.82591819195078,8.55920369303206e-14,3.42111407575339e-11,20.8150599105755
"ILMN_3246805",-1.17408322602483,10.0239910111522,-7.82194817456724,8.78670143015935e-14,3.42111407575339e-11,20.7897365505911
"ILMN_1676984",0.128621242004838,6.96084828420828,7.8133453568129,9.30037099033125e-14,3.52581959175558e-11,20.7348910745085
"ILMN_1745788",-0.217043109406085,7.63353364123706,-7.80221791642001,1.00089891917831e-13,3.69716662299558e-11,20.6640091376805
"ILMN_3308936",0.234509152945168,7.62487645221343,7.76023399513542,1.31962719543507e-13,4.7526373443594e-11,20.3971695937414
"ILMN_1686954",0.426215042530162,11.8967752883852,7.68926387845932,2.10118090871152e-13,7.31489126168016e-11,19.948266633602
"ILMN_1800855",0.193743726145378,8.60797187819872,7.6869908817984,2.13262135909042e-13,7.31489126168016e-11,19.9339346314952
"ILMN_1706990",0.161404822809882,7.11336993941728,7.67313107007516,2.33463304188235e-13,7.82156362822258e-11,19.8466049355045
"ILMN_1809013",0.4091204916883,11.959429944339,7.66097254397025,2.52732628795503e-13,8.27469602370003e-11,19.7700814039656
"ILMN_1766245",0.180474049172618,8.58735204003017,7.65219722440565,2.67607462010241e-13,8.48029159662128e-11,19.7149014637152
"ILMN_1810327",-0.170330036296821,8.06631795117644,-7.65038496198379,2.70785376540732e-13,8.48029159662128e-11,19.7035110676551
"ILMN_1678939",0.476258955005058,10.9257357435921,7.60469935573669,3.64429376541034e-13,1.11701480818088e-10,19.4169654807988
"ILMN_1796962",-0.350338131293174,8.47030384623625,-7.5146112241446,6.52376374598136e-13,1.95794459426266e-10,18.855308835042
"ILMN_2324989",0.110493639483654,6.84746968470234,7.48508006490533,7.88800294248905e-13,2.31907286509178e-10,18.6721824063601
"ILMN_1762284",0.248767828933373,7.46061520350718,7.46063122558658,9.22745973793798e-13,2.65861569969469e-10,18.5209432261757
"ILMN_2088437",-0.367875616869775,10.029631499745,-7.45491066668821,9.5719118617168e-13,2.70378357411553e-10,18.4856048416957
"ILMN_2103362",0.160739249783123,7.410451494724,7.42349180868994,1.17023632001883e-12,3.24200469734448e-10,18.291847002496
"ILMN_1771627",-0.274000833475544,8.65986606320597,-7.40792919262883,1.292448842414e-12,3.51302226864456e-10,18.1960808661868
"ILMN_1749447",0.313575840915901,11.6380520526643,7.39630480830002,1.39186585221807e-12,3.7131887901951e-10,18.1246389428883
"ILMN_3249578",-1.11195977123473,11.5674262450901,-7.38309305389506,1.51403456119808e-12,3.95905981967316e-10,18.0435347853283
"ILMN_1703337",-1.21922175129344,7.56602259279614,-7.38052366328558,1.53899312718101e-12,3.95905981967316e-10,18.0277734149948
"ILMN_1728298",-0.236853656920568,8.45772000807183,-7.36925913229658,1.65328830932118e-12,4.17573952039389e-10,17.9587181269591
"ILMN_1768534",-0.239493236298744,8.65779533165577,-7.36662550097224,1.68119458685857e-12,4.17573952039389e-10,17.9425835685857
"ILMN_1699015",0.217568275048325,13.9207935939393,7.32727438545322,2.1578954292408e-12,5.26892229722762e-10,17.7019785055249
"ILMN_2073732",-0.161769817186544,7.76451387342073,-7.31638811215888,2.31182010921409e-12,5.55068008222303e-10,17.6355736627581
"ILMN_3296979",0.460847977039645,10.4157190829429,7.31137476535847,2.38629717693048e-12,5.58494681872854e-10,17.6050158835943
"ILMN_3187852",-0.182550247175113,9.28434797385525,-7.31023026535017,2.40362836846571e-12,5.58494681872854e-10,17.598041863007
"ILMN_2319994",0.320730983474959,11.4827185510587,7.30661014221721,2.459268876394e-12,5.62352816402094e-10,17.5759875909502
"ILMN_1689389",0.198019057778286,9.0129866081909,7.3011882026865,2.54498535991343e-12,5.72860298358015e-10,17.542970572948
"ILMN_1787949",0.635899556680215,10.8658759277871,7.28975645440808,2.73547661997373e-12,6.06265787497563e-10,17.4734123954998
"ILMN_2087303",0.297422406968955,8.64368495029208,7.28360284041681,2.84376476154233e-12,6.14584878145146e-10,17.4360011332214
"ILMN_2374770",0.333498369425778,8.15369062948178,7.28272899649418,2.85948087846684e-12,6.14584878145146e-10,17.4306903260453
"ILMN_2224143",-0.168234166648032,9.22059014890682,-7.28044316273116,2.90099762001041e-12,6.14584878145146e-10,17.4168002103005
"ILMN_1786601",-0.159318557539561,7.77386261329364,-7.27217403583949,3.0562082624272e-12,6.38083133746757e-10,17.3665772768033
"ILMN_2357419",0.39054961463717,8.82285525099248,7.25696573054324,3.36332391167987e-12,6.92172061023717e-10,17.2743125801952
"ILMN_1656233",-0.215326618822409,13.0545358192251,-7.25314625844605,3.44511369684113e-12,6.94932983395642e-10,17.2511619988997
"ILMN_1686968",-0.146124749575418,7.81107371144807,-7.25123553161904,3.48676212543263e-12,6.94932983395642e-10,17.2395838891991
"ILMN_3238435",0.191816466238698,7.04699423826342,7.24966091436915,3.52145687823698e-12,6.94932983395642e-10,17.2300440437855
"ILMN_2091084",-0.312244594452848,12.1573502453286,-7.22061740950859,4.22594546240839e-12,8.22688788262910e-10,17.0543427567545
"ILMN_2220320",-0.289789544656756,12.5802316948282,-7.19970605072796,4.81744784217809e-12,9.1699230181028e-10,16.9281429528908
"ILMN_3243593",-0.790963200087328,7.51484889606276,-7.19767183325292,4.87916565699729e-12,9.1699230181028e-10,16.9158801515518
"ILMN_1713086",0.241438686960651,12.5097378134323,7.19694782355408,4.90131939743104e-12,9.1699230181028e-10,16.9115162152837
"ILMN_3246850",0.626444506334144,11.0386353764679,7.17377980914759,5.66500134514815e-12,1.04628217151544e-09,16.7720346196743
"ILMN_1743352",0.126222383346521,7.2932817474208,7.16169488214317,6.10870318956466e-12,1.11394909049201e-09,16.6994034118238
"ILMN_3248218",-0.127667424657891,7.22244881971088,-7.14574850608777,6.74691443475679e-12,1.21495061683883e-09,16.60369647731
"ILMN_1656807",0.504930362629372,10.6702200622266,7.14294741519596,6.86561076688065e-12,1.22106158898374e-09,16.5869004053179
"ILMN_1746436",0.266128654425758,8.4023568392564,7.13864238510405,7.0520568159165e-12,1.22528319773294e-09,16.561095367262
"ILMN_1704315",0.212211310479166,12.6462268416431,7.13847388758985,7.05945476966779e-12,1.22528319773294e-09,16.56008558921
"ILMN_1672503",-0.267745060547758,9.12979609338283,-7.13234142337263,7.33396686697771e-12,1.25777531768668e-09,16.5233461692529
"ILMN_1677919",0.140925942674109,8.23325257525098,7.1224369681495,7.7996839145397e-12,1.32190878203363e-09,16.4640559005629
"ILMN_3232282",-0.273167058594375,12.6480949571886,-7.11081991490928,8.38313287195716e-12,1.40427223434203e-09,16.394587784259
"ILMN_1726392",0.221833845803287,7.82264885194566,7.10261933904868,8.82066127199129e-12,1.45815264671399e-09,16.3455979182101
"ILMN_2390821",-0.172778620546903,7.41669793593705,-7.10104450030913,8.90722149873877e-12,1.45815264671399e-09,16.336194479883
"ILMN_1671207",-0.14340891233168,7.62892754145033,-7.09156735768943,9.44606942713774e-12,1.52898961985782e-09,16.2796371678059
"ILMN_1803476",0.182749820055095,8.53520627032693,7.08640604432436,9.75289874374321e-12,1.5611139922485e-09,16.2488581863868
"ILMN_1739441",-0.157122144959804,7.93332722044927,-7.05720265838529,1.16829849823191e-11,1.84950639181637e-09,16.0750061343034
"ILMN_3281599",0.275788093342399,11.9310172665483,7.02613855167646,1.41490899080199e-11,2.21556292624929e-09,15.8906372783194
"ILMN_1668270",0.307907547360816,9.42570883293266,7.01796266806096,1.48791450429605e-11,2.30482756439666e-09,15.8422088489954
"ILMN_1876924",-0.23966840620824,8.67989823301911,-7.01349869482162,1.52932680240894e-11,2.34377467186204e-09,15.8157842537973
"ILMN_1690625",0.189645441580215,7.72380848711879,7.00826958385181,1.579281515766e-11,2.39485573853948e-09,15.7848456705107
"ILMN_2401906",-0.293449444818556,12.7750817348781,-7.00502968024523,1.61103506297727e-11,2.41755949138026e-09,15.7656847085765
"ILMN_2411723",0.34052652727191,11.7128931915995,7.00140404798889,1.64731434743029e-11,2.44651654526606e-09,15.7442500311923
"ILMN_1662130",-0.30392111995152,9.35437416592468,-6.98821242795186,1.78622696841357e-11,2.62575364356795e-09,15.6663283370681
"ILMN_3239610",-1.23520331964594,7.26699960045116,-6.95978746269729,2.1259078825123e-11,3.09351807631033e-09,15.4987823751103
"ILMN_1658830",0.143835884657755,7.64647305710094,6.91932804286784,2.72143322671416e-11,3.92049670640442e-09,15.2611474016002
"ILMN_1726545",0.288925186919801,7.90129141072165,6.90392472738644,2.9889383248918e-11,4.26323222855359e-09,15.1709395340994
"ILMN_1758864",0.451858473037261,9.81275401002182,6.90007605673221,3.05971727706122e-11,4.29065745823945e-09,15.1484228464033
"ILMN_1660079",-0.1635911348022,8.13081304306295,-6.89964568866367,3.06773370955618e-11,4.29065745823945e-09,15.1459055367436
"ILMN_2155322",-0.291184696066283,11.0108315680716,-6.89655731036415,3.12586985760601e-11,4.3299308816031e-09,15.1278443136148
"ILMN_1812640",-0.314687359094721,11.6672150973504,-6.89401069158922,3.17462185743449e-11,4.35558118840012e-09,15.1129557594373
"ILMN_1678235",-0.177081407156688,8.60573762960876,-6.86338535844518,3.8228296189515e-11,5.1538466884042e-09,14.9342191837177
"ILMN_1750800",-0.101798077558708,7.42470192344931,-6.86316225910163,3.82799941454428e-11,5.1538466884042e-09,14.93291923679
"ILMN_2252295",0.141741550005048,6.9815855292636,6.86081286224249,3.882860221097e-11,5.17930410602994e-09,14.9192317170659
"ILMN_1728392",0.219246785204374,8.11133788636839,6.82227873601253,4.90121019199417e-11,6.47769119503376e-09,14.6952182603483
"ILMN_1760347",0.418882266125769,12.2343957569884,6.81327306513145,5.17471107325553e-11,6.72135509852578e-09,14.6429970627606
"ILMN_1761159",-0.256986284751736,9.64031418548265,-6.81286477164883,5.18746016617240e-11,6.72135509852578e-09,14.640630679936
"ILMN_1654016",0.258137877263561,10.5179800460618,6.81165099582919,5.22554332246902e-11,6.72135509852578e-09,14.633596500987
"ILMN_1750429",0.223649577505281,8.71272415838787,6.80486026903052,5.44373274169884e-11,6.94003662627553e-09,14.5942591240411
"ILMN_1810810",0.344341434513378,13.2388797450887,6.80026931877174,5.5962909373706e-11,7.07194449506674e-09,14.5676808203624
"ILMN_3198247",0.371676807329928,9.31657014186697,6.78964177944609,5.96575486612762e-11,7.47327518273344e-09,14.5062051646972
"ILMN_2175894",-0.210040361609382,8.66139886243426,-6.77573417902817,6.48566059725083e-11,8.05451953137892e-09,14.4258617627033
"ILMN_1755862",-0.115752532128445,6.99820587792861,-6.76847219052616,6.77457677116408e-11,8.34141478336664e-09,14.3839574867093
"ILMN_1779034",0.16128727575073,8.23366838251791,6.75987758347787,7.13288501924869e-11,8.70816454129632e-09,14.3344059641558
"ILMN_1734312",-0.19081883824501,8.33349126476132,-6.74982713926803,7.57555681208862e-11,9.1708799525167e-09,14.2765193525473
"ILMN_2157277",-0.189491695683671,13.344535737612,-6.74705748324691,7.70221967248968e-11,9.24651471682386e-09,14.2605783025333
"ILMN_1695000",-0.145928115994697,7.21768640373487,-6.7223488011729,8.92830741032618e-11,1.06298509548065e-08,14.1185770938087
"ILMN_2038772",0.327538220558889,11.2372004438505,6.72004261071521,9.05208222949152e-11,1.06888767703324e-08,14.1053428800452
"ILMN_2177965",0.131235486407999,7.4287740686774,6.71592170009974,9.27746596321847e-11,1.08659491598476e-08,14.0817030865235
"ILMN_2359453",0.180378491837745,9.52392698911726,6.7114992395545,9.52547681580038e-11,1.10664531458403e-08,14.0563452866714
"ILMN_1738784",0.264064183288975,8.3115429354958,6.70938834508282,9.64614077949371e-11,1.11169843255509e-08,14.0442460258697
"ILMN_2200636",-0.230643391619443,8.80142998152329,-6.70459802680838,9.92556567057985e-11,1.1348230083363e-08,14.0167991756886
"ILMN_2261519",-0.311327927277208,12.3385164747639,-6.7016055011664,1.01041428264852e-10,1.14614394927831e-08,13.9996603634776
"ILMN_2087528",-0.122251058161403,7.83684193561305,-6.68241458946986,1.1326742811255e-10,1.26500311058943e-08,13.8898839061455
"ILMN_1699085",-0.132977795946195,7.14709750478862,-6.68240186646676,1.13275996991557e-10,1.26500311058943e-08,13.8898112045205
"ILMN_1787026",-0.176378928417325,9.11204264680351,-6.67955749362995,1.1520773927326e-10,1.27610879367782e-08,13.8735604850988
"ILMN_2359456",0.181944940541092,8.23345370453627,6.67834340554206,1.16042101882407e-10,1.27610879367782e-08,13.866625603539
"ILMN_1813682",0.143137821640005,7.74622694678011,6.67265356598943,1.2003211749638e-10,1.30998688231276e-08,13.8341375743218
"ILMN_1773247",0.104674540838103,7.60383462339542,6.67104108267837,1.21187177104817e-10,1.31264847621955e-08,13.8249342783809
"ILMN_1771048",0.176690806737064,7.77846410457548,6.6673392189676,1.23880370947952e-10,1.3318064357285e-08,13.8038119892632
"ILMN_1660794",-0.143183482519163,7.00278502327062,-6.66452767888069,1.25965031376401e-10,1.34418684593218e-08,13.7877755354404
"ILMN_1745075",0.234379720044364,8.27508600830345,6.66310888745292,1.27030059171068e-10,1.34558458266059e-08,13.7796849321893
"ILMN_1739683",0.134104524383089,6.85260739731002,6.6600046419461,1.29391228094061e-10,1.3605912641774e-08,13.7619875266976
"ILMN_1778457",-0.2299283434457,13.0516617089146,-6.65240633583042,1.35354097821939e-10,1.41297908204555e-08,13.7186950317632
"ILMN_1678454",0.253250163433355,9.69992982037846,6.64470362910608,1.41674203230418e-10,1.46831551923554e-08,13.6748449724143
"ILMN_1746090",-0.118560020027834,7.59038823856102,-6.64294407768203,1.43158093483729e-10,1.47309678194757e-08,13.6648334468185
"ILMN_1812105",-0.359666246682462,10.4949176161221,-6.6409674485194,1.44843261749238e-10,1.47986668706349e-08,13.6535891271218
"ILMN_2158164",-0.232863733422493,12.9446466521742,-6.63770885941104,1.47663986289046e-10,1.49806153977464e-08,13.6350576101993
"ILMN_1670796",-0.203391890091174,8.64240408963011,-6.62584804771623,1.58393974959626e-10,1.59568084144641e-08,13.5676623081615
"ILMN_2143822",0.192575181733545,9.69697015599876,6.62403971622652,1.60095792017142e-10,1.6016249859715e-08,13.5573948790924
"ILMN_3273641",-0.0867715593892582,6.91754326474775,-6.59612602217698,1.88759863241029e-10,1.87536178610363e-08,13.3991688696661
"ILMN_1678268",0.165721698623406,8.26726015490197,6.58445022160203,2.0219291488799e-10,1.99506241909341e-08,13.3331329192761
"ILMN_1850816",0.180179822674305,7.97093958170172,6.57665851231334,2.11674893090285e-10,2.07441395228479e-08,13.2891129921179
"ILMN_1662905",0.188891087599826,9.10974958315916,6.56925397138287,2.21089595076913e-10,2.14145187889378e-08,13.2473163467156
"ILMN_1767337",0.136599181822669,7.05244286375738,6.56784854549007,2.22922413070449e-10,2.14145187889378e-08,13.2393870527005
"ILMN_3246360",0.282918231443496,12.4605200423476,6.56780839050836,2.22974997802352e-10,2.14145187889378e-08,13.2391605202517
"ILMN_3235808",-0.28731314147746,9.30525492773459,-6.55736678787074,2.37070199696212e-10,2.26174390518121e-08,13.1802897237376
"ILMN_1717371",-0.195923936333576,7.03304612198478,-6.54861629323566,2.49553209742297e-10,2.36517338128127e-08,13.13100733769
"ILMN_3276990",0.317217654516332,11.0139652771735,6.53888433919118,2.64194746766247e-10,2.48757485092454e-08,13.0762550844512
"ILMN_2044832",-0.181294657343401,7.67123689732619,-6.53478254488261,2.70615422327541e-10,2.531484268864e-08,13.0531964817342
"ILMN_1678170",0.358971505835489,10.0202652663268,6.52909177530921,2.79777642780713e-10,2.58366395008961e-08,13.021223211852
"ILMN_1724811",-0.107547882835012,7.37017954922774,-6.52909011930457,2.79780352779383e-10,2.58366395008961e-08,13.0212139107119
"ILMN_1780189",-0.235835237333992,9.11861749089779,-6.52000844742281,2.95036357343222e-10,2.69239772404568e-08,12.9702321816173
"ILMN_2274775",-0.241745498958402,13.0186238480653,-6.51985974934548,2.95292822712215e-10,2.69239772404568e-08,12.9693978775694
"ILMN_1767509",0.222801366113593,10.1592777681648,6.51143940809956,3.10178262551778e-10,2.81033210712008e-08,12.9221768837374
"ILMN_1651680",0.385568309312729,12.6032248952231,6.50912847479377,3.14390693249114e-10,2.83069520434171e-08,12.9092252333523
"ILMN_2051408",-0.247927818619477,12.9218010304781,-6.50630780005257,3.19608422801908e-10,2.85980058315794e-08,12.8934213960262
"ILMN_1811779",-0.117277644291796,6.83429333645909,-6.4976244910874,3.36210118222936e-10,2.98977960686396e-08,12.8448022664223
"ILMN_1800897",0.149938507401385,9.63994300792699,6.49327136733086,3.44848416766829e-10,3.04778300119198e-08,12.8204467940421
"ILMN_1676759",-0.107344043899515,7.39013254034887,-6.4892645491703,3.5299175978429e-10,3.1007312752759e-08,12.7980396971106
"ILMN_2382657",0.272761579656041,9.77566609876135,6.47537958491882,3.82697672835936e-10,3.34129859083303e-08,12.7204719088496
"ILMN_2133784",-0.336877035079232,7.99149166026999,-6.4629726737022,4.11307123739256e-10,3.56945206300466e-08,12.6512667703605
"ILMN_1761844",0.130218769340687,7.33142819304389,6.45982041791429,4.18904008349503e-10,3.61361146364248e-08,12.6336995358223
"ILMN_3220792",0.230780528924043,13.066700124279,6.45806310020801,4.23198693629731e-10,3.62892879787494e-08,12.6239089619521
"ILMN_1802799",0.198217338793306,8.21052495420541,6.45538055737475,4.29837938299886e-10,3.66405049653737e-08,12.6089675290676
"ILMN_1747204",0.109377864084754,7.16711145461739,6.45340125555493,4.34802073722884e-10,3.68456392591286e-08,12.5979460558643
"ILMN_1815445",0.183447269867754,8.77644075366772,6.44493426962377,4.5667988610528e-10,3.84732774224132e-08,12.5508275101814
"ILMN_2316540",0.148023817768217,7.63812257733888,6.43956764707599,4.71101982221431e-10,3.94575299760578e-08,12.520986520367
"ILMN_1743032",0.247042158089195,9.1877981369558,6.43601674281906,4.80889169379206e-10,3.98269101675166e-08,12.5012520879689
"ILMN_1666902",-0.180536251611685,7.4850002029556,-6.43596207443438,4.81041397275294e-10,3.98269101675166e-08,12.5009483281869
"ILMN_1758418",0.339791887941178,9.97595260531705,6.43290755843451,4.89622421419533e-10,4.0305717731256e-08,12.4839792845058
"ILMN_1740864",0.22401795129447,7.80686378618813,6.42899548336054,5.00832122533267e-10,4.09942474841719e-08,12.4622550302901
"ILMN_1704342",-0.0818992563333358,7.15392843869907,-6.42788378133665,5.04063272588686e-10,4.10256243215402e-08,12.4560834245927
"ILMN_2217212",0.0804604071311532,6.94497785292839,6.42427265237512,5.14700682307597e-10,4.16560563445126e-08,12.4360418224288
"ILMN_3241169",0.117814939493675,7.40419635506157,6.41741873790865,5.35499353770614e-10,4.30972273207791e-08,12.3980262773292
"ILMN_1799030",0.41026188609507,9.80883063505897,6.40806099188621,5.65232130220347e-10,4.52374114886351e-08,12.3461725874521
"ILMN_1660125",-0.131257192143099,6.85764341780828,-6.39247622924013,6.18381749168941e-10,4.9217720875844e-08,12.259940319427
"ILMN_3248069",0.250706570755344,12.1830827894768,6.38995385010792,6.27432757139704e-10,4.96637159305197e-08,12.2459986393266
"ILMN_1718982",0.241643634451203,8.04395122140702,6.37126596987128,6.98658669505769e-10,5.49993267371591e-08,12.1428368723769
"ILMN_1780533",0.30393378535817,8.34023369487428,6.36315209388784,7.31997569796705e-10,5.73106358178877e-08,12.0981175418623
"ILMN_3183544",-0.235207015141551,12.7660649008408,-6.35475279582197,7.6815137571019e-10,5.98161552350324e-08,12.0518706551332
"ILMN_1727567",-0.158881370587406,6.93725393388837,-6.34811136503343,7.97972640113061e-10,6.18042680294019e-08,12.0153354873657
"ILMN_2246510",-0.122904113705117,7.55007338121875,-6.34593790321969,8.07976133643029e-10,6.2244407386425e-08,12.0033853597759
"ILMN_1756439",-0.148525837004309,7.36851041341131,-6.34191188777121,8.26831878382714e-10,6.33581917020286e-08,11.9812577348043
"ILMN_1659936",0.243549996664861,9.36281927760809,6.3386122202474,8.42606818808794e-10,6.42253641892037e-08,11.9631301913596
"ILMN_2393169",0.188117275614911,8.20887696576646,6.33714704145364,8.49705717721678e-10,6.44255819447289e-08,11.9550831665842
"ILMN_1804935",0.298669994761385,8.37727455912557,6.33133902945391,8.78427228639803e-10,6.62304354889882e-08,11.9231984397249
"ILMN_2379718",0.207461120712059,9.42542807276856,6.33049001320923,8.82704679570022e-10,6.62304354889882e-08,11.9185393872555
"ILMN_1708805",-0.175814961344575,8.33668791348202,-6.32815152865742,8.9459208605716e-10,6.65427796882553e-08,11.9057092018944
"ILMN_1794190",0.220678180024785,7.38537160886409,6.32785595219956,8.96105737853778e-10,6.65427796882553e-08,11.9040877670211
"ILMN_2038774",0.350040574945794,13.0425141003586,6.32517063846821,9.09972761344792e-10,6.69013318162457e-08,11.8893596623604
"ILMN_1781580",0.265726595433742,10.1852622388783,6.3251227030888,9.10222201581574e-10,6.69013318162457e-08,11.8890967950367
"ILMN_1684306",0.266144976386318,12.977415698323,6.32193868232797,9.26941735593482e-10,6.77843788982726e-08,11.8716397043637
"ILMN_1684349",-0.326964918299382,9.15588747379265,-6.31355320904266,9.72427916742157e-10,7.04277642047652e-08,11.8256965361494
"ILMN_3226214",-0.22680944458849,8.67584334457509,-6.31270596332695,9.77143592575271e-10,7.04277642047652e-08,11.8210571452006
"ILMN_3200661",0.634057956763479,8.89148681799496,6.31259622992026,9.77755993402266e-10,7.04277642047652e-08,11.8204562961569
"ILMN_3279277",0.223911548803086,12.7417914631554,6.30649468802697,1.0124059113366e-09,7.25607938244532e-08,11.7870596187145
"ILMN_1693009",0.288584002524946,10.2905274951147,6.30427314009267,1.02531829309712e-09,7.31224521304807e-08,11.7749061299205
"ILMN_1791222",0.110983715984993,7.09147360694311,6.29273916671775,1.09499556830914e-09,7.77069268820765e-08,11.7118593730089
"ILMN_1665217",0.184510469729325,7.6415847432556,6.28931410772195,1.11656548863073e-09,7.88492275941876e-08,11.6931543544193
"ILMN_1739985",0.205588783974434,8.25829683009646,6.28262831598282,1.15987664388095e-09,8.15082094231654e-08,11.6566641435444
"ILMN_2110908",-0.241060158369508,7.18690308852571,-6.28031820702642,1.17522101169323e-09,8.21856014293822e-08,11.6440627502103
"ILMN_1677843",0.224596730185468,10.14256478383,6.27798476574901,1.19092221885829e-09,8.28812825356163e-08,11.6313376762311
"ILMN_1666727",0.180143190457041,7.99805709247461,6.27535002740163,1.20889789138985e-09,8.37278029969336e-08,11.6169738674555
"ILMN_2180519",-0.17776596116336,13.2475963163182,-6.27397595036581,1.21837781033902e-09,8.39806255298749e-08,11.6094846371312
"ILMN_3297317",0.246642917819807,12.7962984541054,6.2727165671343,1.22713038462779e-09,8.41811443854666e-08,11.6026216317658
"ILMN_1673023",-0.151012385092516,7.56696362551884,-6.26565153437757,1.27738564421533e-09,8.72133535097919e-08,11.5641402897072
"ILMN_2399896",-0.219856749042998,8.55831666041274,-6.25407958041557,1.36408792890193e-09,9.26936353951e-08,11.5011826453683
"ILMN_2216838",0.127193042602115,7.92722914623095,6.24389230631919,1.44516805017361e-09,9.77422109427275e-08,11.4458321770438
"ILMN_1692785",0.203664542381214,7.61030610454453,6.23762989579871,1.497333546559e-09,1.00360114550259e-07,11.4118409759846
"ILMN_2329927",0.190471512941988,7.20581403599692,6.23757390338457,1.49780817911326e-09,1.00360114550259e-07,11.4115371775221
